timestamp,packet_size,protocol,inter_arrival,anomaly
2026-02-21 22:14:24.065040,513,17,0.245,1
2026-02-21 22:14:25.065040,1151,6,0.556,0
2026-02-21 22:14:26.065040,375,1,0.198,0
2026-02-21 22:14:27.065040,1138,6,0.208,0
2026-02-21 22:14:28.065040,77,1,0.059,1
2026-02-21 22:14:29.065040,1351,6,0.942,1
2026-02-21 22:14:30.065040,273,6,0.208,1
2026-02-21 22:14:31.065040,1407,1,0.26,0
2026-02-21 22:14:32.065040,145,6,0.747,0
2026-02-21 22:14:33.065040,588,1,0.946,1
2026-02-21 22:14:34.065040,1085,17,0.415,0
2026-02-21 22:14:35.065040,575,17,0.063,0
2026-02-21 22:14:36.065040,1058,17,0.892,1
2026-02-21 22:14:37.065040,1308,1,0.089,0
2026-02-21 22:14:38.065040,1048,6,0.807,0
2026-02-21 22:14:39.065040,1150,17,0.636,0
2026-02-21 22:14:40.065040,87,17,0.439,0
2026-02-21 22:14:41.065040,1210,6,0.771,0
2026-02-21 22:14:42.065040,644,1,0.224,0
2026-02-21 22:14:43.065040,611,6,0.957,0
2026-02-21 22:14:44.065040,177,17,0.297,1
2026-02-21 22:14:45.065040,899,6,0.796,0
2026-02-21 22:14:46.065040,339,6,0.141,1
2026-02-21 22:14:47.065040,1141,6,0.81,0
2026-02-21 22:14:48.065040,348,6,0.434,0
2026-02-21 22:14:49.065040,454,1,0.483,1
2026-02-21 22:14:50.065040,878,6,0.935,0
2026-02-21 22:14:51.065040,1218,17,0.678,1
2026-02-21 22:14:52.065040,1233,17,0.097,0
2026-02-21 22:14:53.065040,1137,6,0.826,1
2026-02-21 22:14:54.065040,1069,1,0.426,1
2026-02-21 22:14:55.065040,737,17,0.832,0
2026-02-21 22:14:56.065040,964,1,0.2,1
2026-02-21 22:14:57.065040,583,6,0.942,1
2026-02-21 22:14:58.065040,60,1,0.938,1
2026-02-21 22:14:59.065040,153,1,0.354,1
2026-02-21 22:15:00.065040,146,17,0.123,0
2026-02-21 22:15:01.065040,1222,6,0.108,0
2026-02-21 22:15:02.065040,1444,17,0.887,0
2026-02-21 22:15:03.065040,54,17,0.147,1
2026-02-21 22:15:04.065040,1482,1,0.655,1
2026-02-21 22:15:05.065040,1308,1,0.366,1
2026-02-21 22:15:06.065040,749,1,0.899,0
2026-02-21 22:15:07.065040,1366,1,0.446,0
2026-02-21 22:15:08.065040,1232,1,0.028,0
2026-02-21 22:15:09.065040,1372,17,0.707,1
2026-02-21 22:15:10.065040,1275,6,0.085,0
2026-02-21 22:15:11.065040,1488,1,0.316,1
2026-02-21 22:15:12.065040,705,1,0.561,1
2026-02-21 22:15:13.065040,1207,1,0.589,1
2026-02-21 22:15:14.065040,294,17,0.74,0
2026-02-21 22:15:15.065040,790,6,0.76,1
2026-02-21 22:15:16.065040,1238,1,0.184,1
2026-02-21 22:15:17.065040,1078,1,0.283,0
2026-02-21 22:15:18.065040,1361,6,0.272,0
2026-02-21 22:15:19.065040,604,1,0.69,1
2026-02-21 22:15:20.065040,1136,6,0.629,1
2026-02-21 22:15:21.065040,298,1,0.395,0
2026-02-21 22:15:22.065040,724,1,0.959,1
2026-02-21 22:15:23.065040,93,6,0.255,1
2026-02-21 22:15:24.065040,205,17,0.504,1
2026-02-21 22:15:25.065040,1311,17,0.739,0
2026-02-21 22:15:26.065040,781,1,0.595,1
2026-02-21 22:15:27.065040,777,1,0.556,0
2026-02-21 22:15:28.065040,1273,17,0.739,1
2026-02-21 22:15:29.065040,735,1,0.018,1
2026-02-21 22:15:30.065040,405,17,0.695,1
2026-02-21 22:15:31.065040,1145,1,0.944,0
2026-02-21 22:15:32.065040,949,1,0.244,1
2026-02-21 22:15:33.065040,427,17,0.371,0
2026-02-21 22:15:34.065040,545,17,0.159,0
2026-02-21 22:15:35.065040,1370,6,0.15,0
2026-02-21 22:15:36.065040,542,17,0.684,1
2026-02-21 22:15:37.065040,1131,1,0.854,1
2026-02-21 22:15:38.065040,888,1,0.077,1
2026-02-21 22:15:39.065040,1250,6,0.082,1
2026-02-21 22:15:40.065040,112,1,0.29,0
2026-02-21 22:15:41.065040,209,6,0.868,1
2026-02-21 22:15:42.065040,108,17,0.999,1
2026-02-21 22:15:43.065040,1009,6,0.682,1
2026-02-21 22:15:44.065040,643,6,0.708,1
2026-02-21 22:15:45.065040,61,6,0.943,1
2026-02-21 22:15:46.065040,701,17,0.482,1
2026-02-21 22:15:47.065040,152,6,0.916,0
2026-02-21 22:15:48.065040,907,6,0.541,1
2026-02-21 22:15:49.065040,507,1,0.474,0
2026-02-21 22:15:50.065040,1248,17,0.682,1
2026-02-21 22:15:51.065040,1293,6,0.811,0
2026-02-21 22:15:52.065040,499,1,0.307,0
2026-02-21 22:15:53.065040,902,6,0.875,0
2026-02-21 22:15:54.065040,874,1,0.997,0
2026-02-21 22:15:55.065040,711,1,0.383,0
2026-02-21 22:15:56.065040,488,6,0.709,1
2026-02-21 22:15:57.065040,523,6,0.396,1
2026-02-21 22:15:58.065040,505,1,0.666,1
2026-02-21 22:15:59.065040,179,6,0.013,0
2026-02-21 22:16:00.065040,1042,17,0.213,1
2026-02-21 22:16:01.065040,999,17,0.911,1
2026-02-21 22:16:02.065040,1034,6,0.87,1
2026-02-21 22:16:03.065040,1092,1,0.041,1
2026-02-21 22:16:04.065040,489,6,0.727,1
2026-02-21 22:16:05.065040,225,6,0.505,0
2026-02-21 22:16:06.065040,658,1,0.041,0
2026-02-21 22:16:07.065040,778,1,0.552,1
2026-02-21 22:16:08.065040,558,6,0.568,0
2026-02-21 22:16:09.065040,908,17,0.422,1
2026-02-21 22:16:10.065040,1500,1,0.509,1
2026-02-21 22:16:11.065040,1495,1,0.437,0
2026-02-21 22:16:12.065040,301,1,0.314,1
2026-02-21 22:16:13.065040,301,6,0.598,0
2026-02-21 22:16:14.065040,1105,6,0.692,1
2026-02-21 22:16:15.065040,904,17,0.809,0
2026-02-21 22:16:16.065040,928,6,0.01,0
2026-02-21 22:16:17.065040,721,17,0.986,1
2026-02-21 22:16:18.065040,234,17,0.142,1
2026-02-21 22:16:19.065040,612,6,0.663,0
2026-02-21 22:16:20.065040,1148,6,0.611,0
2026-02-21 22:16:21.065040,1178,17,0.105,0
2026-02-21 22:16:22.065040,1221,17,0.523,0
2026-02-21 22:16:23.065040,1273,1,0.487,1
2026-02-21 22:16:24.065040,622,6,0.047,0
2026-02-21 22:16:25.065040,864,1,0.437,0
2026-02-21 22:16:26.065040,255,1,0.513,0
2026-02-21 22:16:27.065040,174,1,0.212,0
2026-02-21 22:16:28.065040,469,1,0.835,0
2026-02-21 22:16:29.065040,1163,1,0.544,0
2026-02-21 22:16:30.065040,526,17,0.192,0
2026-02-21 22:16:31.065040,266,6,0.28,0
2026-02-21 22:16:32.065040,829,6,0.988,1
2026-02-21 22:16:33.065040,352,1,0.015,0
2026-02-21 22:16:34.065040,528,1,0.342,0
2026-02-21 22:16:35.065040,118,17,0.836,1
2026-02-21 22:16:36.065040,1039,6,0.684,1
2026-02-21 22:16:37.065040,799,6,0.098,0
2026-02-21 22:16:38.065040,181,1,0.666,1
2026-02-21 22:16:39.065040,752,6,0.697,0
2026-02-21 22:16:40.065040,572,1,0.456,0
2026-02-21 22:16:41.065040,257,1,0.051,0
2026-02-21 22:16:42.065040,1421,6,0.524,1
2026-02-21 22:16:43.065040,329,6,0.794,1
2026-02-21 22:16:44.065040,554,6,0.589,0
2026-02-21 22:16:45.065040,1143,1,0.022,1
2026-02-21 22:16:46.065040,174,17,0.691,0
2026-02-21 22:16:47.065040,490,17,0.942,0
2026-02-21 22:16:48.065040,785,17,0.251,0
2026-02-21 22:16:49.065040,97,6,0.834,1
2026-02-21 22:16:50.065040,304,17,0.275,0
2026-02-21 22:16:51.065040,911,17,0.632,1
2026-02-21 22:16:52.065040,717,1,0.766,1
2026-02-21 22:16:53.065040,657,1,0.268,1
2026-02-21 22:16:54.065040,255,1,0.497,0
2026-02-21 22:16:55.065040,81,1,0.542,0
2026-02-21 22:16:56.065040,165,17,0.328,0
2026-02-21 22:16:57.065040,628,1,0.254,1
2026-02-21 22:16:58.065040,1392,17,0.508,0
2026-02-21 22:16:59.065040,356,6,0.668,0
2026-02-21 22:17:00.065040,929,1,0.851,1
2026-02-21 22:17:01.065040,1069,1,0.31,1
2026-02-21 22:17:02.065040,510,6,0.87,1
2026-02-21 22:17:03.065040,1130,17,0.048,0
2026-02-21 22:17:04.065040,1277,17,0.646,1
2026-02-21 22:17:05.065040,242,6,0.564,0
2026-02-21 22:17:06.065040,652,6,0.175,1
2026-02-21 22:17:07.065040,1094,17,0.792,1
2026-02-21 22:17:08.065040,1113,17,0.961,0
2026-02-21 22:17:09.065040,630,1,0.092,0
2026-02-21 22:17:10.065040,705,17,0.016,0
2026-02-21 22:17:11.065040,1279,6,0.317,1
2026-02-21 22:17:12.065040,161,17,0.043,0
2026-02-21 22:17:13.065040,85,1,0.226,1
2026-02-21 22:17:14.065040,796,1,0.011,1
2026-02-21 22:17:15.065040,209,17,0.638,1
2026-02-21 22:17:16.065040,1164,17,0.867,0
2026-02-21 22:17:17.065040,150,17,0.585,0
2026-02-21 22:17:18.065040,1463,1,0.98,1
2026-02-21 22:17:19.065040,945,6,0.411,1
2026-02-21 22:17:20.065040,1055,1,0.411,1
2026-02-21 22:17:21.065040,1499,1,0.463,0
2026-02-21 22:17:22.065040,734,17,0.159,0
2026-02-21 22:17:23.065040,1235,6,0.754,0
2026-02-21 22:17:24.065040,558,6,0.704,1
2026-02-21 22:17:25.065040,340,17,0.143,0
2026-02-21 22:17:26.065040,230,6,0.335,1
2026-02-21 22:17:27.065040,273,6,0.337,1
2026-02-21 22:17:28.065040,661,6,0.802,1
2026-02-21 22:17:29.065040,789,6,0.28,1
2026-02-21 22:17:30.065040,1381,17,0.084,0
2026-02-21 22:17:31.065040,696,1,0.491,1
2026-02-21 22:17:32.065040,964,6,0.738,1
2026-02-21 22:17:33.065040,1169,17,0.786,1
2026-02-21 22:17:34.065040,342,6,0.341,0
2026-02-21 22:17:35.065040,688,1,0.816,1
2026-02-21 22:17:36.065040,1421,6,0.257,1
2026-02-21 22:17:37.065040,574,1,0.516,0
2026-02-21 22:17:38.065040,1357,17,0.005,1
2026-02-21 22:17:39.065040,1225,6,0.523,0
2026-02-21 22:17:40.065040,370,17,0.791,1
2026-02-21 22:17:41.065040,518,17,0.304,0
2026-02-21 22:17:42.065040,1432,17,0.886,1
2026-02-21 22:17:43.065040,43,1,0.036,1
2026-02-21 22:17:44.065040,147,6,0.647,0
2026-02-21 22:17:45.065040,1315,1,0.485,0
2026-02-21 22:17:46.065040,700,17,0.519,0
2026-02-21 22:17:47.065040,1199,17,0.543,0
2026-02-21 22:17:48.065040,203,6,0.176,1
2026-02-21 22:17:49.065040,58,17,0.916,1
2026-02-21 22:17:50.065040,789,17,0.695,0
2026-02-21 22:17:51.065040,1400,17,0.466,0
2026-02-21 22:17:52.065040,275,6,0.064,1
2026-02-21 22:17:53.065040,85,1,0.139,1
2026-02-21 22:17:54.065040,597,6,0.088,0
2026-02-21 22:17:55.065040,503,6,0.308,1
2026-02-21 22:17:56.065040,884,17,0.773,1
2026-02-21 22:17:57.065040,1337,6,0.678,1
2026-02-21 22:17:58.065040,158,6,0.459,0
2026-02-21 22:17:59.065040,250,1,0.919,0
2026-02-21 22:18:00.065040,378,17,0.485,0
2026-02-21 22:18:01.065040,1151,1,0.25,1
2026-02-21 22:18:02.065040,705,6,0.643,1
2026-02-21 22:18:03.065040,732,17,0.96,0
2026-02-21 22:18:04.065040,844,17,0.252,0
2026-02-21 22:18:05.065040,1474,17,0.938,1
2026-02-21 22:18:06.065040,778,1,0.266,1
2026-02-21 22:18:07.065040,170,17,0.098,0
2026-02-21 22:18:08.065040,854,17,0.795,0
2026-02-21 22:18:09.065040,1171,17,0.841,1
2026-02-21 22:18:10.065040,854,1,0.306,0
2026-02-21 22:18:11.065040,346,6,0.25,1
2026-02-21 22:18:12.065040,341,17,0.012,0
2026-02-21 22:18:13.065040,952,1,0.109,1
2026-02-21 22:18:14.065040,406,1,0.952,0
2026-02-21 22:18:15.065040,251,17,0.61,1
2026-02-21 22:18:16.065040,472,17,0.459,0
2026-02-21 22:18:17.065040,1052,1,0.459,0
2026-02-21 22:18:18.065040,868,17,0.673,1
2026-02-21 22:18:19.065040,1205,17,0.298,1
2026-02-21 22:18:20.065040,907,1,0.389,0
2026-02-21 22:18:21.065040,438,6,0.458,1
2026-02-21 22:18:22.065040,60,6,0.431,0
2026-02-21 22:18:23.065040,429,6,0.83,0
2026-02-21 22:18:24.065040,1057,6,0.405,1
2026-02-21 22:18:25.065040,203,6,0.514,1
2026-02-21 22:18:26.065040,269,6,0.271,0
2026-02-21 22:18:27.065040,1001,1,0.073,0
2026-02-21 22:18:28.065040,469,1,0.749,0
2026-02-21 22:18:29.065040,1177,1,0.362,1
2026-02-21 22:18:30.065040,348,1,0.507,0
2026-02-21 22:18:31.065040,148,1,0.315,0
2026-02-21 22:18:32.065040,1007,1,1.0,0
2026-02-21 22:18:33.065040,499,17,0.154,1
2026-02-21 22:18:34.065040,607,6,0.09,0
2026-02-21 22:18:35.065040,572,1,0.313,1
2026-02-21 22:18:36.065040,59,1,0.076,1
2026-02-21 22:18:37.065040,552,6,0.397,0
2026-02-21 22:18:38.065040,1211,6,0.482,0
2026-02-21 22:18:39.065040,673,1,0.887,1
2026-02-21 22:18:40.065040,977,6,0.247,1
2026-02-21 22:18:41.065040,340,6,0.61,0
2026-02-21 22:18:42.065040,171,17,0.515,1
2026-02-21 22:18:43.065040,683,6,0.641,1
2026-02-21 22:18:44.065040,40,17,0.338,0
2026-02-21 22:18:45.065040,735,1,0.218,1
2026-02-21 22:18:46.065040,1408,6,0.21,0
2026-02-21 22:18:47.065040,524,17,0.473,0
2026-02-21 22:18:48.065040,1030,17,0.851,1
2026-02-21 22:18:49.065040,1075,1,0.532,0
2026-02-21 22:18:50.065040,333,6,0.43,1
2026-02-21 22:18:51.065040,489,17,0.36,0
2026-02-21 22:18:52.065040,858,6,0.15,1
2026-02-21 22:18:53.065040,1447,1,0.146,0
2026-02-21 22:18:54.065040,1087,6,0.747,1
2026-02-21 22:18:55.065040,139,17,0.1,0
2026-02-21 22:18:56.065040,456,17,0.056,0
2026-02-21 22:18:57.065040,229,17,0.085,1
2026-02-21 22:18:58.065040,376,6,0.384,1
2026-02-21 22:18:59.065040,75,17,0.414,0
2026-02-21 22:19:00.065040,633,1,0.291,0
2026-02-21 22:19:01.065040,771,17,0.956,1
2026-02-21 22:19:02.065040,1367,1,0.629,1
2026-02-21 22:19:03.065040,822,17,0.111,0
2026-02-21 22:19:04.065040,1175,6,0.412,0
2026-02-21 22:19:05.065040,263,17,0.127,0
2026-02-21 22:19:06.065040,903,6,0.911,0
2026-02-21 22:19:07.065040,134,1,0.543,1
2026-02-21 22:19:08.065040,136,6,0.722,0
2026-02-21 22:19:09.065040,770,6,0.772,1
2026-02-21 22:19:10.065040,1291,17,0.32,1
2026-02-21 22:19:11.065040,1206,6,0.4,1
2026-02-21 22:19:12.065040,1180,1,0.134,1
2026-02-21 22:19:13.065040,1293,1,0.269,1
2026-02-21 22:19:14.065040,504,1,0.39,1
2026-02-21 22:19:15.065040,731,1,0.091,1
2026-02-21 22:19:16.065040,499,1,0.118,1
2026-02-21 22:19:17.065040,1254,17,0.633,1
2026-02-21 22:19:18.065040,1459,1,0.038,1
2026-02-21 22:19:19.065040,1117,6,0.661,1
2026-02-21 22:19:20.065040,1500,1,0.416,1
2026-02-21 22:19:21.065040,374,1,0.377,0
2026-02-21 22:19:22.065040,1048,1,0.854,0
2026-02-21 22:19:23.065040,854,17,0.243,0
2026-02-21 22:19:24.065040,71,1,0.873,1
2026-02-21 22:19:25.065040,1129,6,0.675,1
2026-02-21 22:19:26.065040,665,6,0.546,1
2026-02-21 22:19:27.065040,1487,6,0.202,0
2026-02-21 22:19:28.065040,799,1,0.507,0
2026-02-21 22:19:29.065040,1207,17,0.338,1
2026-02-21 22:19:30.065040,293,17,0.059,0
2026-02-21 22:19:31.065040,1493,1,0.609,0
2026-02-21 22:19:32.065040,160,6,0.466,0
2026-02-21 22:19:33.065040,739,6,0.16,1
2026-02-21 22:19:34.065040,667,1,0.321,0
2026-02-21 22:19:35.065040,235,1,0.146,1
2026-02-21 22:19:36.065040,378,1,0.088,1
2026-02-21 22:19:37.065040,1139,1,0.2,0
2026-02-21 22:19:38.065040,1140,17,0.574,1
2026-02-21 22:19:39.065040,1024,6,0.946,1
2026-02-21 22:19:40.065040,1212,6,0.567,1
2026-02-21 22:19:41.065040,642,17,0.47,1
2026-02-21 22:19:42.065040,761,17,0.071,0
2026-02-21 22:19:43.065040,929,17,0.834,0
2026-02-21 22:19:44.065040,841,6,0.601,0
2026-02-21 22:19:45.065040,488,1,0.528,0
2026-02-21 22:19:46.065040,1483,6,0.697,1
2026-02-21 22:19:47.065040,587,1,0.71,0
2026-02-21 22:19:48.065040,450,6,0.292,1
2026-02-21 22:19:49.065040,279,17,0.247,0
2026-02-21 22:19:50.065040,511,1,0.869,1
2026-02-21 22:19:51.065040,569,6,0.782,1
2026-02-21 22:19:52.065040,1193,6,0.541,0
2026-02-21 22:19:53.065040,949,1,0.801,1
2026-02-21 22:19:54.065040,195,1,0.412,1
2026-02-21 22:19:55.065040,440,17,0.674,0
2026-02-21 22:19:56.065040,992,17,0.135,0
2026-02-21 22:19:57.065040,719,6,0.382,1
2026-02-21 22:19:58.065040,1467,17,0.753,0
2026-02-21 22:19:59.065040,990,17,0.247,0
2026-02-21 22:20:00.065040,331,17,0.639,1
2026-02-21 22:20:01.065040,865,17,0.523,0
2026-02-21 22:20:02.065040,1399,1,0.875,1
2026-02-21 22:20:03.065040,463,6,0.855,1
2026-02-21 22:20:04.065040,1406,6,0.4,1
2026-02-21 22:20:05.065040,1001,1,0.647,1
2026-02-21 22:20:06.065040,95,6,0.738,1
2026-02-21 22:20:07.065040,983,1,0.622,0
2026-02-21 22:20:08.065040,756,6,0.521,1
2026-02-21 22:20:09.065040,983,17,0.935,1
2026-02-21 22:20:10.065040,1125,17,0.046,1
2026-02-21 22:20:11.065040,1115,6,0.642,1
2026-02-21 22:20:12.065040,1375,17,0.482,1
2026-02-21 22:20:13.065040,936,6,0.151,1
2026-02-21 22:20:14.065040,1127,6,0.637,0
2026-02-21 22:20:15.065040,631,1,0.896,0
2026-02-21 22:20:16.065040,815,17,0.372,0
2026-02-21 22:20:17.065040,526,6,0.712,1
2026-02-21 22:20:18.065040,771,6,0.789,1
2026-02-21 22:20:19.065040,794,17,0.556,0
2026-02-21 22:20:20.065040,43,1,0.305,0
2026-02-21 22:20:21.065040,1192,17,0.634,0
2026-02-21 22:20:22.065040,1264,17,0.586,0
2026-02-21 22:20:23.065040,1148,1,0.359,0
2026-02-21 22:20:24.065040,1103,6,0.874,0
2026-02-21 22:20:25.065040,213,1,0.519,1
2026-02-21 22:20:26.065040,40,1,0.754,0
2026-02-21 22:20:27.065040,76,6,0.159,1
2026-02-21 22:20:28.065040,870,1,0.528,0
2026-02-21 22:20:29.065040,484,1,0.638,1
2026-02-21 22:20:30.065040,595,17,0.988,1
2026-02-21 22:20:31.065040,386,1,0.784,0
2026-02-21 22:20:32.065040,600,1,0.071,0
2026-02-21 22:20:33.065040,838,6,0.459,0
2026-02-21 22:20:34.065040,496,1,0.876,0
2026-02-21 22:20:35.065040,475,1,0.151,1
2026-02-21 22:20:36.065040,1274,1,0.548,1
2026-02-21 22:20:37.065040,1396,17,0.071,1
2026-02-21 22:20:38.065040,801,17,0.318,0
2026-02-21 22:20:39.065040,1190,1,0.124,0
2026-02-21 22:20:40.065040,1349,17,0.916,1
2026-02-21 22:20:41.065040,590,1,0.645,1
2026-02-21 22:20:42.065040,1162,6,0.725,1
2026-02-21 22:20:43.065040,118,6,0.299,1
2026-02-21 22:20:44.065040,1383,1,0.17,1
2026-02-21 22:20:45.065040,347,6,0.896,0
2026-02-21 22:20:46.065040,1389,6,0.137,1
2026-02-21 22:20:47.065040,1418,1,0.869,1
2026-02-21 22:20:48.065040,1364,1,0.607,0
2026-02-21 22:20:49.065040,1155,6,0.787,1
2026-02-21 22:20:50.065040,1198,17,0.955,1
2026-02-21 22:20:51.065040,503,6,0.506,0
2026-02-21 22:20:52.065040,413,6,0.236,1
2026-02-21 22:20:53.065040,384,1,0.187,1
2026-02-21 22:20:54.065040,1030,17,0.663,0
2026-02-21 22:20:55.065040,232,6,0.754,0
2026-02-21 22:20:56.065040,472,17,0.743,1
2026-02-21 22:20:57.065040,1421,17,0.564,0
2026-02-21 22:20:58.065040,1241,1,0.772,1
2026-02-21 22:20:59.065040,697,17,0.605,1
2026-02-21 22:21:00.065040,1474,6,0.275,0
2026-02-21 22:21:01.065040,1090,1,0.371,0
2026-02-21 22:21:02.065040,372,17,0.575,0
2026-02-21 22:21:03.065040,168,17,0.376,1
2026-02-21 22:21:04.065040,540,1,0.589,0
2026-02-21 22:21:05.065040,1195,6,0.967,0
2026-02-21 22:21:06.065040,1461,6,0.823,1
2026-02-21 22:21:07.065040,452,1,0.705,1
2026-02-21 22:21:08.065040,1108,17,0.818,1
2026-02-21 22:21:09.065040,1042,17,0.48,1
2026-02-21 22:21:10.065040,166,6,0.023,1
2026-02-21 22:21:11.065040,1137,6,0.66,0
2026-02-21 22:21:12.065040,1249,17,0.479,0
2026-02-21 22:21:13.065040,311,17,0.765,1
2026-02-21 22:21:14.065040,1149,6,0.607,1
2026-02-21 22:21:15.065040,595,17,0.73,0
2026-02-21 22:21:16.065040,1483,6,0.087,0
2026-02-21 22:21:17.065040,352,6,0.918,0
2026-02-21 22:21:18.065040,1011,6,0.535,1
2026-02-21 22:21:19.065040,411,17,0.018,1
2026-02-21 22:21:20.065040,1220,1,0.569,1
2026-02-21 22:21:21.065040,1468,6,0.241,1
2026-02-21 22:21:22.065040,91,1,0.532,0
2026-02-21 22:21:23.065040,486,17,0.857,1
2026-02-21 22:21:24.065040,1324,6,0.751,0
2026-02-21 22:21:25.065040,628,17,0.063,1
2026-02-21 22:21:26.065040,1354,1,0.575,1
2026-02-21 22:21:27.065040,1448,6,0.702,1
2026-02-21 22:21:28.065040,377,6,0.553,1
2026-02-21 22:21:29.065040,945,1,0.117,0
2026-02-21 22:21:30.065040,436,6,0.737,0
2026-02-21 22:21:31.065040,881,1,0.505,0
2026-02-21 22:21:32.065040,423,6,0.873,1
2026-02-21 22:21:33.065040,616,1,0.456,1
2026-02-21 22:21:34.065040,1073,1,0.151,0
2026-02-21 22:21:35.065040,166,6,0.96,1
2026-02-21 22:21:36.065040,77,17,0.759,1
2026-02-21 22:21:37.065040,598,1,0.614,0
2026-02-21 22:21:38.065040,280,6,0.736,0
2026-02-21 22:21:39.065040,711,17,0.727,0
2026-02-21 22:21:40.065040,82,6,0.839,1
2026-02-21 22:21:41.065040,733,17,0.891,1
2026-02-21 22:21:42.065040,1406,17,0.896,1
2026-02-21 22:21:43.065040,895,17,0.177,1
2026-02-21 22:21:44.065040,1321,6,0.421,1
2026-02-21 22:21:45.065040,946,6,0.654,1
2026-02-21 22:21:46.065040,870,6,0.847,1
2026-02-21 22:21:47.065040,509,6,0.169,1
2026-02-21 22:21:48.065040,505,17,0.137,1
2026-02-21 22:21:49.065040,675,1,0.943,1
2026-02-21 22:21:50.065040,1240,17,0.268,1
2026-02-21 22:21:51.065040,1043,17,0.891,1
2026-02-21 22:21:52.065040,1397,6,0.028,1
2026-02-21 22:21:53.065040,319,17,0.975,1
2026-02-21 22:21:54.065040,801,17,0.423,0
2026-02-21 22:21:55.065040,1221,1,0.458,0
2026-02-21 22:21:56.065040,997,6,0.629,1
2026-02-21 22:21:57.065040,597,6,0.848,1
2026-02-21 22:21:58.065040,506,1,0.088,1
2026-02-21 22:21:59.065040,1208,17,0.189,0
2026-02-21 22:22:00.065040,747,1,0.224,0
2026-02-21 22:22:01.065040,214,6,0.508,0
2026-02-21 22:22:02.065040,752,1,0.87,1
2026-02-21 22:22:03.065040,727,17,0.397,0
2026-02-21 22:22:04.065040,1442,6,0.113,0
2026-02-21 22:22:05.065040,1394,6,0.262,1
2026-02-21 22:22:06.065040,1083,1,0.418,1
2026-02-21 22:22:07.065040,502,17,0.866,1
2026-02-21 22:22:08.065040,1227,17,0.418,1
2026-02-21 22:22:09.065040,57,17,0.812,1
2026-02-21 22:22:10.065040,659,6,0.001,1
2026-02-21 22:22:11.065040,1080,6,0.325,1
2026-02-21 22:22:12.065040,1408,6,0.786,1
2026-02-21 22:22:13.065040,1007,17,0.308,0
2026-02-21 22:22:14.065040,292,6,0.906,1
